,SampleID,simpson,body_mass_kg,dataset,inv_simpson
313,X11166.FD.0496.deer,0.973393277839631,34.4185,Song et al,37.58448688164648
314,X11166.FD.0108.jaguar,0.9115580016350296,100.0,Song et al,11.30684537309228
315,X11166.FD.0112.jaguar,0.8935685750885806,100.0,Song et al,9.395721243347802
316,X11166.FD.0440.jaguar,0.8990189625945098,100.0,Song et al,9.902849343728676
317,X11166.FD.0083.mousedeer,0.6095844283658878,2.775,Song et al,2.561373245986139
318,X11166.FD.0084.mousedeer,0.6251552735617312,2.775,Song et al,2.6677712916008827
319,X11166.FD.0425.lutung,0.9824876707141372,7.1,Song et al,57.10262659389765
320,X11166.FD.0198.meerkat,0.8789027749152162,0.7255,Song et al,8.257827537335144
321,X11166.FD.0500.meerkat,0.8235925482890867,0.7255,Song et al,5.668694776220361
322,X11166.FD.0305.guenon,0.9408769793175676,3.48498,Song et al,16.913885462167144
323,X11166.FD.0308.guenon,0.9860178354300432,3.48498,Song et al,71.51968459509328
324,X11166.FD.0291.onager,0.9915091677029414,240.0,Song et al,117.77408444946207
325,X11166.FD.0292.onager,0.9876285662724386,240.0,Song et al,80.8313750872844
326,X11166.FD.0488.squirrel,0.9829608628379892,0.36146,Song et al,58.68841775800288
327,X11166.FD.0142.loris,0.9570865313214648,0.9,Song et al,23.302707303644002
328,X11166.FD.0143.loris,0.9664116033840574,0.9,Song et al,29.77218625331327
329,X11166.FD.0241.wallaby,0.9739712380762664,16.85,Song et al,38.4190382519953
330,X11166.FD.0325.wallaby,0.9563222290047128,16.85,Song et al,22.89494123012592
331,X11166.FD.0019.antelope,0.9872328457500574,227.49927,Song et al,78.32599030473047
332,X11166.FD.0020.antelope,0.9874905058828518,227.49927,Song et al,79.93928376601464
333,X11166.FD.0171.antelope,0.962979343207281,227.49927,Song et al,27.011946481637594
334,X11166.FD.0174.antelope,0.9794091607013072,227.49927,Song et al,48.56528602326017
335,X11166.FD.0065.deer,0.99080576974091,53.0,Song et al,108.76386296844488
336,X11166.FD.0066.deer,0.9905692525706352,53.0,Song et al,106.03613419719755
337,X11166.FD.0045.ass,0.9792105115236048,244.99925,Song et al,48.10123159766155
338,X11166.FD.0455.ass,0.9841931504296144,244.99925,Song et al,63.263713338141585
339,X11166.FD.01980.springbok,0.8408828370226685,31.5,Song et al,6.284677160454805
340,X11166.FD.0226.springbok,0.9790627474609216,31.5,Song et al,47.76175852746421
341,X11166.FD.0492.springbok,0.9847655093590152,31.5,Song et al,65.64052737737981
342,X11166.FD.0147.capuchin,0.896724083352974,2.5,Song et al,9.682799557400946
343,X11166.FD.0247.capuchin,0.8179870597969132,2.5,Song et al,5.4941148628455645
344,X11166.FD.0322.Vicugna,0.9882531514749288,47.499610000000004,Song et al,85.1292155394449
345,X11166.FD.03250.Vicugna,0.9869471001894384,47.499610000000004,Song et al,76.61132886279141
346,X11166.FD.0031.rhinoceros,0.9802087275861424,2949.9863100000002,Song et al,50.52732230090539
347,X11166.FD.0034.rhinoceros,0.976721558820136,2949.9863100000002,Song et al,42.958202925761476
348,X11166.FD.18924.saki,0.9638440745960009,1.3755,Song et al,27.657983824952566
349,X11166.FD.0186.marmoset,0.9352004883393208,0.342,Song et al,15.432215064157758
350,X11166.FD.0127.tamarin,0.904170824092327,0.575,Song et al,10.435235308330874
351,X11166.FD.0130.tamarin,0.9320033252830978,0.575,Song et al,14.706601523727546
352,X11166.FD.0133.tamarin,0.9773672869851456,0.575,Song et al,44.18383246160887
353,X11166.FD.0136.tamarin,0.9154744987668249,0.575,Song et al,11.830749127903582
354,X11166.FD.0099.wolf,0.7777860833155006,32.183330000000005,Song et al,4.500168193425103
355,X1056.Ory.afe.Cinci.1,0.9551887137603804,52.3504,Song et al,22.315806662024723
356,X1056.Ory.afe.Cinci.2,0.9339934460760771,52.3504,Song et al,15.150010727004013
357,X1056.Ory.afe.Cinci.3,0.969540446270348,52.3504,Song et al,32.830421905574774
358,X1056.Ory.afe.Colch.5,0.9560462660088418,52.3504,Song et al,22.75119561403273
359,X1056.Ory.afe.Colch.6,0.9513520549795916,52.3504,Song et al,20.555852864504114
360,X1056.Ory.afe.Colch.8,0.8823874980400355,52.3504,Song et al,8.50249746698188
361,X1056.Ory.afe.Lond.1.1,0.9749152555744348,52.3504,Song et al,39.86486698986844
362,X1056.Pro.cri.Cinci.1,0.9448883831057474,8.13939,Song et al,18.14499476433047
363,X1056.Pro.cri.Cinci.2,0.9482994214283532,8.13939,Song et al,19.342143311108167
364,X11166.elephant.Hous.19269,0.981753662791443,2915.04,Song et al,54.80552006520146
365,X11166.elephant.Hous.24329,0.9848911048677136,2915.04,Song et al,66.18617650360717
366,X11166.elephant.Hous.25332,0.969485537681118,2915.04,Song et al,32.771345912957855
367,X11166.elephant.Hous.25695,0.9791996244757404,2915.04,Song et al,48.076055109374984
368,X11166.elephant.Atl.861041,0.9828474955352255,3940.03428,Song et al,58.3005241044343
369,X11166.elephant.Atl.861004,0.9776681797427936,3940.03428,Song et al,44.779153176163724
370,X1056.Myr.tri.Mont.1.0,0.8501604952028945,22.33315,Song et al,6.673807427180694
371,X1056.Myr.tri.Mont.2.0,0.87035289221724,22.33315,Song et al,7.713245726049095
372,X1056.Myr.tri.Seat.1.04J06,0.9548882154609886,22.33315,Song et al,22.16715676887549
373,X1056.Myr.tri.Seat.1.07C04,0.918563816935868,22.33315,Song et al,12.279553908027435
374,X1056.Myr.tri.Seat.2.03G06,0.9589288880517608,22.33315,Song et al,24.34801378789726
375,X1056.Myr.tri.Seat.24.04L12,0.9553539128779772,22.33315,Song et al,22.39837944290364
376,X1056.Pri.max.Seat.2.02V07,0.9535862665413604,45.35968,Song et al,21.54534715228464
377,X1056.Pri.max.Seat.2.13B02,0.985453050099157,45.35968,Song et al,68.74293283584119
378,X1056.Cho.hof.Atlan.1.1,0.9545493758191173,4.7500100000000005,Song et al,22.001898060194645
379,X1056.Cho.hof.Atlan.2,0.9619958009918652,4.7500100000000005,Song et al,26.312881894601972
380,X1056.Cho.hof.Hous.1,0.9275836571999972,4.7500100000000005,Song et al,13.809037591994525
381,X1056.Cho.did.SanDi.1,0.9705376367414198,5.16,Song et al,33.941608526898264
382,X1056.Cho.did.SanDi.2,0.9647071492600456,5.16,Song et al,28.33435041471215
383,X1056.Das.nov.Flor.2,0.8301939649859128,4.20378,Song et al,5.889072198859361
384,X1056.Das.nov.Flor.4,0.9579212838827316,4.20378,Song et al,23.76498363716986
385,X1056.Das.nov.Flori.1,0.9602605791238884,4.20378,Song et al,25.1639298699777
386,X1056.Das.nov.Flori.9,0.9251416450289878,4.20378,Song et al,13.358562319292682
387,X1056.Chae.vel.Cinci.1,0.9717019986213684,1.03001,Song et al,35.33818472265398
388,X1056.Chae.vel.Cinci.3,0.9424737463377016,1.03001,Song et al,17.38336735554503
389,X1056.Eup.sex.Cinci.1.1,0.973153841678262,4.78289,Song et al,37.24927745770895
390,X1056.Eup.sex.Mont.1.1,0.962385683532058,4.78289,Song et al,26.585622015816288
391,X1056.Tam.tet.tet.SanDi.1,0.9248193726338668,5.51506,Song et al,13.301298952055204
392,X1056.Tam.tet.tet.SanDi.2,0.9564013573308588,5.51506,Song et al,22.936493862635633
393,X1056.Tol.mat.Cinci.1,0.9500016665861316,1.2,Song et al,20.00066665667346
394,X1056.Tol.mat.Cinci.2,0.9806976191485816,1.2,Song et al,51.807080571955176
395,X1056.Tol.mat.Cinci.3,0.9602938714006916,1.2,Song et al,25.185028993670688
396,X1056.Mel.urs.ino.SanDi.1,0.8769059483318853,93.13,Song et al,8.12386940269212
397,X11166.Mac.par.SanDi22.1,0.9755195656225686,4.5,Song et al,40.84894837168016
398,X11166.Mac.par.SanDi9.3,0.9585177836573971,4.5,Song et al,24.10671579698082
399,X1736.B1.0610,0.9774143064092564,580.00268,Song et al,44.27581539536317
400,X1736.B10.1109,0.9689761342893688,580.00268,Song et al,32.23324937412045
401,X1736.B11.0709,0.976217283385714,580.00268,Song et al,42.04734119395393
402,X1736.B12.0611,0.974128942487,580.00268,Song et al,38.65323245860776
403,X1736.B13b.1211,0.9689220146166508,580.00268,Song et al,32.177117907255855
404,X1736.B15.1110,0.9756595983034352,580.00268,Song et al,41.08395631536068
405,X1736.B16.0609,0.9656699429711976,580.00268,Song et al,29.128993265610198
406,X1736.B17.0609,0.9728001704059666,580.00268,Song et al,36.7649362119298
407,X1736.B18.0610,0.9642895757502844,580.00268,Song et al,28.00302771558263
408,X1736.B20.1210,0.9744804836847134,580.00268,Song et al,39.18569567092399
409,X1736.B24.0709,0.9649732507995176,580.00268,Song et al,28.54960916516417
410,X1736.B25.0711,0.9680298289333158,580.00268,Song et al,31.27915699650697
411,X1736.B26b.0711,0.9749549380749846,580.00268,Song et al,39.9280306430859
412,X1736.B27.0510,0.9647762583464902,580.00268,Song et al,28.389942494946617
413,X1736.B28b.1111,0.9750217593035444,580.00268,Song et al,40.034845213974556
414,X1736.B3.1111,0.9794316448218972,580.00268,Song et al,48.61837474805005
415,X1736.B30.0110,0.9588314568625382,580.00268,Song et al,24.290390764156992
416,X1736.B32.0709,0.9697510080873804,580.00268,Song et al,33.05895293597562
417,X1736.B33.1109,0.9838133660207742,580.00268,Song et al,61.779366932211836
418,X1736.B35.0510,0.9694952413542146,580.00268,Song et al,32.78177059559074
419,X1736.B39c.0611,0.9716504823731398,580.00268,Song et al,35.27396879065531
420,X1736.B4.0710,0.982998573047259,580.00268,Song et al,58.818592273443215
421,X1736.B40b.1109,0.96756365816642,580.00268,Song et al,30.829617135331237
422,X1736.B44.0611,0.9740502875107612,580.00268,Song et al,38.53607242911432
423,X1736.B46.0611,0.9605823781691024,580.00268,Song et al,25.369364095328244
424,X1736.B5.1211,0.97675887457115,580.00268,Song et al,43.027176246751985
425,X1736.B50b.0611,0.9748428330386402,580.00268,Song et al,39.75010387838784
426,X1736.B57.0611,0.9738945553913076,580.00268,Song et al,38.306185356714025
427,X1736.B7.0510,0.9800081850088112,580.00268,Song et al,50.02047089975262
428,X1736.B8.1109,0.9767619513455464,580.00268,Song et al,43.03287314997297
429,X1736.O11.1109,0.9723220869997408,580.00268,Song et al,36.12989172957636
430,X1736.O12.1111,0.9620578098297023,580.00268,Song et al,26.35588497953478
431,X1736.O14.0811,0.9816329585651188,580.00268,Song et al,54.44535003339624
432,X1736.O15.1109,0.977794721951306,580.00268,Song et al,45.034338133803075
433,X1736.O16.0710,0.968736461453046,580.00268,Song et al,31.986142531438784
434,X1736.O17b.0611,0.9744274684951122,580.00268,Song et al,39.10445861837593
435,X1736.O18.0211,0.9656159021901308,580.00268,Song et al,29.083211824536303
436,X1736.O19.0510,0.9592932096969672,580.00268,Song et al,24.56592604220864
437,X1736.O20.0610,0.9716556892221184,580.00268,Song et al,35.280448617588114
438,X1736.O22.0709,0.9747969969892972,580.00268,Song et al,39.67781139316364
439,X1736.O24.1109,0.976555491894376,580.00268,Song et al,42.65391261333876
440,X1736.O26b.1110,0.9823537126904124,580.00268,Song et al,56.66914419197278
441,X1736.O27.0611,0.9736293216599988,580.00268,Song et al,37.92090545062389
442,X1736.O29b.0111,0.9752309010708556,580.00268,Song et al,40.37288570168202
443,X1736.O31.1111,0.9782304405408416,580.00268,Song et al,45.935702184331696
444,X1736.O32c.1111,0.9690652029635648,580.00268,Song et al,32.32605660293144
445,X1736.O33.0810,0.9732003088608144,580.00268,Song et al,37.313862865301274
446,X1736.O36.0809,0.9729394141703211,580.00268,Song et al,36.954114973491976
447,X1736.O37.0611,0.9636611248568856,580.00268,Song et al,27.518738432647467
448,X1736.O38.0711,0.9784200960703082,580.00268,Song et al,46.33940926048797
449,X1736.O4.0211,0.9739242186521558,580.00268,Song et al,38.34976166812642
450,X1736.O40.0610,0.9693722492700056,580.00268,Song et al,32.6501285979411
451,X1736.O41.1109,0.9773656302604706,580.00268,Song et al,44.180598422123005
452,X1736.O43.1109,0.9751897985205844,580.00268,Song et al,40.306000772693245
453,X1736.O44.0210,0.979254848631575,580.00268,Song et al,48.204034872555376
454,X1736.O45b.0709,0.975443908529075,580.00268,Song et al,40.72309313491625
455,X1736.O48.1109,0.9811810671870886,580.00268,Song et al,53.137975991599085
456,X1736.O49.0709,0.9672380723219488,580.00268,Song et al,30.523234463701858
457,X1736.O50.1109,0.9728401684731212,580.00268,Song et al,36.81907964010549
458,X1736.O6.0710,0.9756773489249532,580.00268,Song et al,41.11393930351297
459,X1736.O7.1111,0.9677426633229756,580.00268,Song et al,31.00069946916173
460,X1736.O8b.0610,0.9759588343364078,580.00268,Song et al,41.59532087557618
461,X1736.O9.1211,0.9723392064880494,580.00268,Song et al,36.15225281111182
462,X1736.R1.0811,0.9767344970509316,580.00268,Song et al,42.98209250791388
463,X1736.R10.1011,0.9730960929895892,580.00268,Song et al,37.16932264198795
464,X1736.R12.0410,0.9667110760919836,580.00268,Song et al,30.040021803143564
465,X1736.R15d.1110,0.9766318590127302,580.00268,Song et al,42.7933056611036
466,X1736.R16.0311,0.9533280541670076,580.00268,Song et al,21.426147595781195
467,X1736.R17.0311,0.9738703356543914,580.00268,Song et al,38.27067913209004
468,X1736.R18.0311,0.9686611199261574,580.00268,Song et al,31.909244926549377
469,X1736.R19.0510,0.9732991600997584,580.00268,Song et al,37.45200539519172
470,X1736.R2.0310,0.9626950965880348,580.00268,Song et al,26.80612757408342
471,X1736.R20.0310,0.9702230957281156,580.00268,Song et al,33.58307468329434
472,X1736.R21c.0411,0.9598673831343456,580.00268,Song et al,24.917388351413557
473,X1736.R22.0511,0.976040092737136,580.00268,Song et al,41.736388585690484
474,X1736.R23b.0311,0.9723893026865564,580.00268,Song et al,36.21784660661587
475,X1736.R24b.0311,0.9749591982241488,580.00268,Song et al,39.934823531264776
476,X1736.R26b.0410,0.9717344230900083,580.00268,Song et al,35.37872243628284
477,X1736.R27b.1111,0.9703619450342144,580.00268,Song et al,33.740405743710454
478,X1736.R29b.0410,0.9783140656911056,580.00268,Song et al,46.1128391221702
479,X1736.R3.0410,0.9668581301298064,580.00268,Song et al,30.17331260778852
480,X1736.R30.0910,0.9750886594237556,580.00268,Song et al,40.14235994001881
481,X1736.R31b.0910,0.9742054673886568,580.00268,Song et al,38.767905395589395
482,X1736.R32b.0311,0.9793581966946372,580.00268,Song et al,48.44537975711632
483,X1736.R33.1011,0.9752371335112996,580.00268,Song et al,40.38304694879779
484,X1736.R38.0510,0.9658132102097632,580.00268,Song et al,29.2510646988441
485,X1736.R39b.0311,0.97952047682114,580.00268,Song et al,48.82926185665537
486,X1736.R40.0411,0.961118604722257,580.00268,Song et al,25.719241628461628
487,X1736.R41.0311,0.959939726778489,580.00268,Song et al,24.96238591460817
488,X1736.R42b.0310,0.9768114953024952,580.00268,Song et al,43.12481606921408
489,X1736.R44b.0410,0.972737214868315,580.00268,Song et al,36.68003819748382
490,X1736.R45c.1111,0.959518208686168,580.00268,Song et al,24.70246418315771
491,X1736.R47.0411,0.9574002045266056,580.00268,Song et al,23.474291106034695
492,X1736.R50b.0311,0.9677656996851236,580.00268,Song et al,31.022854233894808
493,X1736.R51.0910,0.985040525655072,580.00268,Song et al,66.84726862338267
494,X1736.R6b.0410,0.9736915671727896,580.00268,Song et al,38.010625968024804
495,X1736.R7b.0211,0.97086448485231,580.00268,Song et al,34.32237236688385
496,X1736.R8b.0411,0.9723089909856428,580.00268,Song et al,36.11280468261457
497,X1736.W2.0811,0.9727653002961396,580.00268,Song et al,36.71786400707972
498,X1736.W3.0910,0.9768668772416323,580.00268,Song et al,43.228059196559734
499,X1736.Y10b.0911,0.9781263824529188,580.00268,Song et al,45.71717494134575
500,X1736.Y11.0811,0.9791866073532935,580.00268,Song et al,48.04598735892496
501,X1736.Y12.0310,0.971446310779854,580.00268,Song et al,35.02174420580482
502,X1736.Y14.0910,0.9742980861871566,580.00268,Song et al,38.907608487127334
503,X1736.Y15c.1010,0.9754984226600488,580.00268,Song et al,40.813698894782775
504,X1736.Y17.0310,0.9683798711896564,580.00268,Song et al,31.625424614743487
505,X1736.Y21b.0411,0.9609504077219148,580.00268,Song et al,25.608462000797974
506,X1736.Y24b.0310,0.96516330078724,580.00268,Song et al,28.705360226370686
507,X1736.Y27.0510,0.9782932382951908,580.00268,Song et al,46.06859436700066
508,X1736.Y28.0910,0.9754136930266684,580.00268,Song et al,40.67304622384661
509,X1736.Y2b.0911,0.978878456563736,580.00268,Song et al,47.34502490396028
510,X1736.Y30c.0311,0.9691760457334904,580.00268,Song et al,32.44230092459307
511,X1736.Y31d.1111,0.9766462172932472,580.00268,Song et al,42.81961567240442
512,X1736.Y33b.0510,0.9755988517320168,580.00268,Song et al,40.981677952922446
513,X1736.Y35d.1011,0.9722218157110752,580.00268,Song et al,35.99947316926337
514,X1736.Y36.0810,0.967477587374969,580.00268,Song et al,30.748026338929943
515,X1736.Y37b.0310,0.9752454960263262,580.00268,Song et al,40.396689065694446
516,X1736.Y39b.0511,0.978337575403161,580.00268,Song et al,46.16288428516546
517,X1736.Y4.0910,0.9614153951140428,580.00268,Song et al,25.91707244264018
518,X1736.Y40.0711,0.969453507670734,580.00268,Song et al,32.73698299696165
519,X1736.Y42.0510,0.9755478088336954,580.00268,Song et al,40.89613046122475
520,X1736.Y43b.0811,0.9806950946157434,580.00268,Song et al,51.80030567855128
521,X1736.Y45.0310,0.970138287203084,580.00268,Song et al,33.487697333398685
522,X1736.Y46b.0311,0.9797730089966068,580.00268,Song et al,49.43889082821285
523,X1736.Y47.0511,0.9718605708402652,580.00268,Song et al,35.537323601109804
524,X1736.Y6.0410,0.9688849355405904,580.00268,Song et al,32.13877320757365
525,X1736.Y9.1110,0.9801628915367996,580.00268,Song et al,50.41057278358326
526,X2182.VHBBC0005,0.9855410142902364,10.6,Song et al,69.16114450024949
527,X2182.VHBBC0006,0.9829022463411532,10.6,Song et al,58.487215335599075
528,X2182.NKF0001,0.9777144891420434,7.325,Song et al,44.87220447284338
529,X2182.NKF0002,0.9723412576709805,7.325,Song et al,36.15493387603529
530,X2182.NKF0003,0.9745446225971328,7.325,Song et al,39.28443032580473
531,X2182.VHBBC0001,0.981585150224496,7.325,Song et al,54.303999880044124
532,X2182.VHBBC0002,0.983284318607878,7.325,Song et al,59.824064394484985
533,X2182.NKF0004,0.9845898176518098,12.267149999999999,Song et al,64.89215879508646
534,X2182.VHBJ0018,0.9855071697718748,12.267149999999999,Song et al,68.99963528582371
535,X2182.VHBJ0020,0.9757941874603692,12.267149999999999,Song et al,41.31239132595758
536,X2182.VHMAH0001,0.9782492167538256,12.267149999999999,Song et al,45.975355861076075
537,X2182.VHPBC0007,0.9804958931964828,12.267149999999999,Song et al,51.271253283932374
538,X2182.VHPBC0026,0.9815176978627266,12.267149999999999,Song et al,54.105813906336444
539,X2182.VHYGP0001,0.9806169129894118,12.267149999999999,Song et al,51.59136929291703
540,X2182.VHBJ0019,0.9791761147636848,13.4568,Song et al,48.02177829217387
541,X2182.VHBJ0024,0.9712428492114288,13.4568,Song et al,34.773959609288696
542,X2182.VHPBC0013,0.9858974467703238,13.4568,Song et al,70.90914557909153
543,X2182.VHPBC0022,0.93794086873514,13.4568,Song et al,16.113664171870784
544,X2182.CPZF0A,0.9628197453969188,5.28494,Song et al,26.895996562571387
545,X2182.CPZF12A,0.9657446533648768,5.28494,Song et al,29.192523160009866
546,X2182.CPZF12B,0.9673396058770336,5.28494,Song et al,30.618124087388523
547,X2182.CPZF12C,0.9608464285256432,5.28494,Song et al,25.540454225355617
548,X2182.CPZF12D,0.9675545067348816,5.28494,Song et al,30.820921470627916
549,X2182.CPZF24A,0.9780487530681456,5.28494,Song et al,45.555498651370876
550,X2182.CPZF24B,0.969484748764606,5.28494,Song et al,32.770498669207115
551,X2182.CPZF24C,0.9815264548360088,5.28494,Song et al,54.131461564248454
552,X2182.CPZF24D,0.9769970484660998,5.28494,Song et al,43.47268212630312
553,X2182.CPZF2C,0.974323725973794,5.28494,Song et al,38.94646080577617
554,X2182.CPZF2D,0.9750545782304404,5.28494,Song et al,40.087516227938856
555,X2182.CPZFOB,0.9633128182168712,5.28494,Song et al,27.257476627977635
556,X2182.CPZFOD.b,0.972276329842049,5.28494,Song et al,36.07026033359464
557,X2182.CPZX12B,0.9786095938164724,5.28494,Song et al,46.749930385617596
558,X2182.CPZX24A,0.9566183093716378,5.28494,Song et al,23.05119937732943
559,X2182.CPZX24C,0.9724437379258792,5.28494,Song et al,36.28939212837367
560,X2182.CPZX24D,0.9754015437123849,5.28494,Song et al,40.65295758024787
561,X2182.CPZXOA,0.965626236996437,5.28494,Song et al,29.091955975153077
562,X2182.CPZXOB,0.9651446823575588,5.28494,Song et al,28.690026877917777
563,X2182.CPZXOC,0.9650840935694428,5.28494,Song et al,28.640241718738096
564,X2182.CPZXOD,0.9696017450833244,5.28494,Song et al,32.896625241846685
565,X2182.Z0A,0.9438859857856968,5.28494,Song et al,17.820860154130713
566,X2182.Z0B,0.9466823003622112,5.28494,Song et al,18.75549783267943
567,X2182.Z120A,0.9653351268035372,5.28494,Song et al,28.84764627098186
568,X2182.Z180B,0.9557898681424664,5.28494,Song et al,22.619249434099906
569,X2182.Z1EA,0.957327308640904,5.28494,Song et al,23.4341910048484
570,X2182.Z1EB,0.962404459745042,5.28494,Song et al,26.598899582727014
571,X2182.Z1FA,0.9694069615965304,5.28494,Song et al,32.68717499751801
572,X2182.Z1FB,0.9721445807845578,5.28494,Song et al,35.899657164219946
573,X2182.Z1RA,0.9703887681956196,5.28494,Song et al,33.770969293214925
574,X2182.Z1RB,0.9661327213970924,5.28494,Song et al,29.52702553178119
575,X2182.Z220A,0.9494967600185,5.28494,Song et al,19.80070982309875
576,X2182.Z220B,0.9465376130739244,5.28494,Song et al,18.70473911654442
577,X2182.Z280A,0.948622877198242,5.28494,Song et al,19.463915950656983
578,X2182.Z2EA,0.9438866958105576,5.28494,Song et al,17.821085648849532
579,X2182.Z2EB,0.9445444155065486,5.28494,Song et al,18.032449015447423
580,X2182.Z2FA,0.96083364807815,5.28494,Song et al,25.532120070700852
581,X2182.Z2FB,0.9720128317270664,5.28494,Song et al,35.730660217136055
582,X2182.Z2RA,0.969602376216534,5.28494,Song et al,32.89730826078333
583,X2182.Z2RB,0.9652367489145002,5.28494,Song et al,28.766009184253544
584,X2182.Z420A,0.9296240319747864,5.28494,Song et al,14.209396020552495
585,X2182.Z420B,0.9471756098571174,5.28494,Song et al,18.930649218952432
586,X2182.Z480A,0.9405737987020352,5.28494,Song et al,16.827594195125627
587,X2182.Z480B,0.9485087209789664,5.28494,Song et al,19.42076442870087
588,X2182.Z4EA,0.9439764745096144,5.28494,Song et al,17.849644256529587
589,X2182.Z4EB,0.9486773913292158,5.28494,Song et al,19.484590240036997
590,X2182.Z4FA,0.96082504888817,5.28494,Song et al,25.526515582504995
591,X2182.Z4FB,0.9723810190631814,5.28494,Song et al,36.20698396829371
592,X2182.Z4RA,0.9708984082623228,5.28494,Song et al,34.362381584280165
593,X2182.Z4RB,0.9737296718403154,5.28494,Song et al,38.06575973933352
594,X2182.Z820A,0.9453289929776568,5.28494,Song et al,18.29123066255787
595,X2182.Z820B,0.9439375809255766,5.28494,Song et al,17.837260976421472
596,X2182.Z880A,0.9595964692041508,5.28494,Song et al,24.75031217080495
597,X2182.Z880B,0.9485292328082764,5.28494,Song et al,19.428503878232416
598,X2182.Z8EB,0.949611468479334,5.28494,Song et al,19.845785733800685
599,X2182.Z8FA,0.9673208296640498,5.28494,Song et al,30.600532073481173
600,X2182.Z8FB,0.9687727516125948,5.28494,Song et al,32.02331462554758
601,X2182.Z8RA,0.9804428780068812,5.28494,Song et al,51.132267843492166
602,X2182.Z8RB,0.9764470947656376,5.28494,Song et al,42.45760724842793
603,X2182.ZF0A.a,0.9711300341502236,5.28494,Song et al,34.638073533008516
604,X2182.ZF0C,0.9727614346052312,5.28494,Song et al,36.71265301630212
605,X2182.ZF0CN,0.9706243386660802,5.28494,Song et al,34.041786791887816
606,X2182.ZF0D,0.9706719892234004,5.28494,Song et al,34.09709603618547
607,X2182.ZF0DN,0.9712181561246054,5.28494,Song et al,34.74412564842284
608,X2182.ZF12A,0.980711740754145,5.28494,Song et al,51.845010337825
609,X2182.ZF12B,0.9698949853508064,5.28494,Song et al,33.21705741228686
610,X2182.ZF12C.a,0.969474887308207,5.28494,Song et al,32.75991181742171
611,X2182.ZF12CN,0.966158045617125,5.28494,Song et al,29.549120854143986
612,X2182.ZF12D,0.9661147341006204,5.28494,Song et al,29.511351717570843
613,X2182.ZF12DN,0.9729469877688356,5.28494,Song et al,36.9644604251509
614,X2182.ZF24A,0.9792685757788824,5.28494,Song et al,48.23595279003414
615,X2182.ZF24B,0.9634613711960665,5.28494,Song et al,27.368295766269846
616,X2182.ZF24C,0.9793560666200548,5.28494,Song et al,48.44038108413306
617,X2182.ZF24CN,0.9737037164870732,5.28494,Song et al,38.02818750065642
618,X2182.ZF24D.b,0.9704492780920844,5.28494,Song et al,33.84012083075825
619,X2182.ZF24DN,0.9783912217259718,5.28494,Song et al,46.27748905184105
620,X2182.ZF2A,0.9765423169886268,5.28494,Song et al,42.62995622863356
621,X2182.ZF2B.b,0.9675881934699408,5.28494,Song et al,30.852954742667194
622,X2182.ZF2C,0.9691322608670784,5.28494,Song et al,32.39628259438871
623,X2182.ZF2CN,0.968808568422236,5.28494,Song et al,32.06008667819167
624,X2182.ZF2D,0.96481065510641,5.28494,Song et al,28.417692998375657
625,X2182.ZF2DN,0.9763454034272504,5.28494,Song et al,42.27508158613083
626,X2182.ZX0A,0.94931349471278,5.28494,Song et al,19.729117135486135
627,X2182.ZX0B,0.9542311268982072,5.28494,Song et al,21.848910235913795
628,X2182.ZX0C,0.9571457000598592,5.28494,Song et al,23.334881246381524
629,X2182.ZX0CN,0.8687091057729952,5.28494,Song et al,7.616674453225815
630,X2182.ZX0D,0.9588932290254218,5.28494,Song et al,24.326892535987184
631,X2182.ZX0DN,0.9568846475860634,5.28494,Song et al,23.19359448577208
632,X2182.ZX12B,0.977983667455912,5.28494,Song et al,45.42082556199985
633,X2182.ZX12C,0.9678867194780528,5.28494,Song et al,31.139764724957644
634,X2182.ZX12CN,0.9515744505443032,5.28494,Song et al,20.650256140405244
635,X2182.ZX12D,0.9756117110711612,5.28494,Song et al,41.00328657405373
636,X2182.ZX12DN,0.9548054581188876,5.28494,Song et al,22.12656569526857
637,X2182.ZX24C,0.959421803088411,5.28494,Song et al,24.643776118953237
638,X2182.ZX24CN,0.9506885761930636,5.28494,Song et al,20.279276540770542
639,X2182.ZX24D,0.9772423226096568,5.28494,Song et al,43.941215214885354
640,X2182.ZX24DN,0.9689810255717426,5.28494,Song et al,32.23833213160743
641,X2182.ZX2A,0.9563964660484848,5.28494,Song et al,22.93392093200398
642,X2182.ZX2B,0.9659225540383156,5.28494,Song et al,29.344922184730887
643,X2182.ZX2C,0.9750042453569798,5.28494,Song et al,40.006793724839206
644,X2182.ZX2CN,0.9679253763871372,5.28494,Song et al,31.177294925417968
645,X2182.ZX2D,0.9718284619382298,5.28494,Song et al,35.49681944263585
646,X2182.ZX2DN,0.9683527324616464,5.28494,Song et al,31.59830461786606
647,X2182.VHBBC0003,0.9323075314900956,11.00054,Song et al,14.77269217702831
648,X2182.VHBBC0004,0.9767717339102944,11.00054,Song et al,43.05099640834504
649,X2182.VHBJ0006,0.9737917595698038,11.00054,Song et al,38.15593811661753
650,X2182.VHBJ0007,0.9758662944295592,11.00054,Song et al,41.43582497437979
651,X2182.VHBJ0021,0.9698551450669544,11.00054,Song et al,33.17315681966583
652,X2182.VHBJ0023,0.9769321995288196,11.00054,Song et al,43.35047033415012
653,X11166.artic.squirrel.593,0.9793817064066924,0.75999,Song et al,48.5006189030399
